index,rank,name_russian,name_original,year,reason,summary
2383,42,Молчание доктора Ивенса,,1973,Too generic (no actual content),"“The Silence of Doctor Ivens” is a Soviet science fiction feature film directed by Budimir Metalnikov at the Mosfilm film studio. The film premiered on April 15, 1974."
2384,43,Я служу на границе,,1973,Too generic (no actual content),"I Serve on the Border” is a Soviet feature-length black and white film filmed by director Naum Birman at the Lenfilm studio in 1973. The film premiered on May 6, 1974"
2385,44,Северная рапсодия,,1974,Too generic (no actual content),Northern Rhapsody” is a Soviet musical feature film directed by Eduard Abalyan (Abalov) in 1974. The girl Tonya s in the Far North near Cape Oleniy Nos and loves to dance
2429,88,Исполнение желаний,,1973,Too generic (no actual content),"“The Fulfillment of Desires” is a Soviet film, a social drama directed by Svetlana Druzhinina, based on the novel of the same name by Veniamin Kaverin. Filmed at the Mosfilm studio in 1973."
2458,117,Огонь,,1973,Dictionary definition,"Fire is an intense oxidation process (combustion), accompanied by radiation in the visible range and the release of thermal energy. In science, a set of hot gases released as a result of: Fire is the main phase of the combustion process and has the property of self-propagation through other combustible materials affected by it."
2471,130,Птицы над городом,,1974,Too generic (no actual content),“Birds over the City” is a Soviet children's drama filmed in 1974 by director Sergei Nikonenko. Starring Mikhail Gluzsky (the role of Bukin in his youth was played by his son Andrei).
2476,135,Спелые вишни,Ripe Cherry,1972,Dictionary definition,"Helmut Kamp, no longer young - over forty, is an experienced and respected foundation builder. He receives an offer to participate in the joint construction of a nuclear power plant with the USSR in the Baltic."
2482,141,Такие высокие горы,,1974,Too generic (no actual content),"“Such High Mountains” is a Soviet feature film filmed by director Yulia Solntseva at the Mosfilm studio in 1974. The film premiered on September 2, 1974."
2484,143,Мужчины без работы,Мъже без работа,1973,Too generic (no actual content),"""Mazhe without work"" is a film (drama) from 1973, directed by Ivan Terziev, with a script by Nikolai Nikiforov. Musicata vv filma is composed from Georgi Genkov."
2488,147,Водопад,,1973,Dictionary definition,"A waterfall is a stream of water falling vertically from a ledge in a river, crossing the river bed. Unlike a river rapids, a waterfall is characterized by a sharp drop in the absolute height of the river bottom and vertical fall."
2583,56,Дорогой мальчик,,1974,Too generic (no actual content),“Dear Boy” is a Soviet children's musical adventure film based on the play of the same name by Sergei Mikhalkov. Filmed by director Alexander Stefanovich at the Mosfilm studio in 1974.
2621,94,Земные и небесные приключения,,1974,Too generic (no actual content),"“Earthly and Heavenly Adventures” is a Soviet children's feature film, based on a script by Yuri Parkhomenko at the A. Dovzhenko Film Studio in 1974, directed by Igor Vetrov."
2650,123,Спелые гроздья,ანარეკლი,1974,Dictionary definition,"Translation of ""Anarekli"" into English reflection is the translation of ""Anarekli"" into English. reflection + Add translation Add reflection Georgian-English dictionary reflection noun act of reflecting; the state of being reflected The calm is felt especially in the morning, when the canal is like a mirror and the reflection of trees and mountains can be seen inside."
2699,172,Странствующие рыцари,Errantry,1975,Dictionary definition,"""Errantry"" is a three-page poem by J. Tolkien, first published in The Oxford Magazine in 1933."
2712,10,Комиссар полиции обвиняет,A Police Inspector Calls,1973,Too generic (no actual content),The Police Commissioner Accuses” (Romanian: Un comisar acuză) is a film from the of adventures of Commissioner Miklovan. The film ends with a very unexpected ending
2734,32,Тайна яхты «Айвенго»,"Hook, The",1975,Dictionary definition,"Write My QueryWhat Is the Hook, the Book, and the Cook Query Pitching Technique for Writers. Find out what “the hook, the book, and the cook” are in relation to writing query letters and pitching books to literary agents and book editors."
2802,100,Потрясающий Берендеев,,1975,Too generic (no actual content),“The Amazing Berendeev” is a Soviet children's film comedy filmed in 1975 by director Igor Voznesensky at the Gorky Film Studio. The songs were performed by VIA “Singing Hearts”.
2821,119,Шторм на суше,,1975,Too generic (no actual content),“Storm on Land” is a Soviet widescreen feature film filmed in 1975 by director Eduard Bocharov at the film studio named after. Gorky (Yalta branch) based on the stories of Boris Zhitkov.
2845,143,Дервиш и смерть,"Dervish and Death, The",1974,Dictionary definition,"“Dervish and Death” (Serbo-Croatian “Derviš i smrt” / “Dervish and Death”) is a novel by the Yugoslav writer Mesha Selimovic. Created in 1962-1966, the work was positively assessed by critics and in 1967 brought the author the NIN Prize for the best book in the Serbo-Croatian language."
2877,175,Школа господина Мауруса,Indrek,1975,Too generic (no actual content),Maurus” (Estonian Indrek - “Indrek”) is a Soviet feature film shot by director Mikk Mikiver in 1975 at the Tallinfilm studio based on the second part of A. Tammsaare’s pentalogy “Truth and Justice.
2881,179,Муравейник,Ant-Hill,1971,Dictionary definition,"Anthill (ant's nest) is the name of an ant's nest, which, as a rule, is noticeable by its above-ground part, which is a heap of pieces of leaves, pine needles, twigs and earth (it is the above-ground part of an ant's nest, which consists of a complex system of passages and miniature structures). Different authors put different meanings into the concept of an anthill."
2893,9,Розыгрыш,,1976,Too generic (no actual content),"“The Hoax” is a Soviet feature film, the feature-length directorial debut of Vladimir Menshov, filmed in 1976 and released on January 10, 1977. The action takes place in an ordinary Soviet school."
2931,47,Золотая лихорадка,"Gold Rush, The",1925,Dictionary definition,"gold rush) is an unorganized mass mining of gold in newly discovered deposits, which is characterized by a spontaneous influx of prospectors and predatory mining methods. New gold deposits with the possibility of extracting gold using the schlich method attract large numbers of people who flock to the region, creating prospector camps."
2976,92,По доброй воле и без принуждения,Of Your Own Free Will,1974,Dictionary definition,"What Is a Last Will and Testament. A last will and testament is a legal document that defines where your property, like money and personal items, will go after your death."
2995,111,Кенгуру,"Kenguru, A",1975,Dictionary definition,"Kangaroo (English kangaroo - from the Kuuku-Yimithiri language of the Australian aborigines gangurru ""gray kangaroo"", Latin Macropus (literally: ""big leg"")) is the commonly used name for a group of animals from the order of two-incisor marsupial mammals. In a broad sense, the term ""kangaroo"" refers to all members of the kangaroo family - especially the red-footed kangaroo, antelope kangaroo, eastern gray (giant) kangaroo and western gray kangaroo."
2996,112,Спартак (фильм-балет),,1977,Breadcrumb/navigation path,"Home / Films-performances / C / Spartacus (film-ballet) (1977) / information about the film Spartacus (film-ballet) (1977) Information about the filmActors and rolesReviews Year1977CountryUSSRReviews15 messages Rating: 10 / 18 votes Registration >>Only registered site visitors can take part in voting. information about the film-play Directors Vadim Derbenev, Yuri Grigorovich Writers Yuri Grigorovich, Vadim Derbenev Cameramen Vadim Derbenev, Victor Pishchalnikov Composer Aram Khachaturyan Artists Valentin Vyrvich, Simon Virsaladze Actors Vladimir Vasiliev (IV), Natalya Bessmertnova, Maris Liepa, Nina Timofeevafull list actors >> Country USSR Production Mosfilm Premiere January 1977 Number of spectators in the USSR 3,000,000 Film selections films about prehistoric times, films about the ancient world, films about ballet, films about uprisings, films about music Film based on the ballet of the same name by A. In my opinion, no one danced the part of Spartacus in this ballet better than Vasiliev, and better than M."
3035,151,Ужицкая республика,67 Days: The Republic of Uzhitze,1974,Dictionary definition,"“Užička Republic” (Serbo-Croatian Uzhička republika / Užička republika) is the conventional name of the territory of Western Serbia and Šumadija, liberated from German occupation and Quisling power, west of the Belgrade-Kraljevo-Novi Pazar line, which was under the control of the Yugoslavs during the Second World War in the period from September 24 to November 29, 1941 Partisans and Chetniks."
3087,34,Убийство в Восточном экспрессе,Murder on the Orient Express,1974,Dictionary definition,"Murder on the Orient Express is a detective novel by English writer Agatha Christie, written in 1933 in Iraq, where she was on an archaeological expedition with her second husband Max Mullowan. It is one of the most famous works of the novelist, a vivid example of the novels of her so-called “Oriental cycle”."
3114,61,Подставное лицо,"Front, The",1976,Dictionary definition,"A fictitious person is an individual specially selected to perform any transaction in order to hide the identity of the true beneficiary. In the legislation of most countries, the use of dummies (“nominalities”) in the economy is acceptable as long as the purpose of their use is not to evade the beneficiary from liability."
3115,62,Доброта,,1977,Dictionary definition,"Kindness is a type of behavior characterized by acts of generosity, consideration, assistance, or concern without expecting praise or reward in return. It is a subject of interest in philosophy, religion and psychology."
3116,63,Поединок в тайге,,1977,Too generic (no actual content),“Duel in the Taiga” is a Soviet adventure feature film produced at the film studio named after. Gorky in 1977 by directors Vladimir Zlatoustovsky and Ivan Lukinsky.
3160,107,Чёрный город,A fekete varos,1971,Dictionary definition,"A fekete város (The Black City, or The Black Town) is a Hungarian novel of Kálmán Mikszáth set in the town of Lőcse, today Levoča. It is based on real historical events, but the story and dialogue are fictional."
3180,127,Не уходи!,Don't Go Away,1975,Dictionary definition,"""Don't Go Away"" is a song by English rock band Oasis from their third album, Be Here Now (1997). Written by Noel Gallagher, the song was released to radio in the U."
3192,139,Страдания молодого Вертера,"Sorrows of Young Werther, The",1976,Dictionary definition,“The Sorrows of Young Werther” (German: Die Leiden des jungen Werthers - in the first editions and German: Die Leiden des jungen Werther - in modern ones) is a sentimental novel in the letters of Johann Wolfgang Goethe in 1774. The novel reflects the dramatic personal experiences of the hero against the background of German reality.
3208,3,Горбун,"Yokel, The",1959,Dictionary definition,"“The Hunchback” (English: The Adventure of the Crooked Man) is a story by English writer Arthur Conan Doyle about the famous detective Sherlock Holmes. Part of the collection ""The Memoirs of Sherlock Holmes"", published in 1893."
3218,13,"Поговорим, брат...",,1978,Too generic (no actual content),"” is a Soviet two-part adventure film filmed by Yuri Chulyukin at the Belarusfilm film studio (with the participation of Mosfilm) in 1978. The film premiered on July 26, 1979."
3233,28,Отель «У погибшего альпиниста»,"""Hukkunud Alpinisti"" hotell",1979,Dictionary definition,"“Hotel “At the Dead Mountaineer”” (full title: “The Murder Case, or Hotel “At the Dead Mountaineer” (another departure from the detective genre)”) is a story by the Strugatsky brothers in the genre of fantastic detective, written in 1969. The role model and starting point was the detective novel “The Promise” by Friedrich Dürrenmatt."
3243,38,Ралли,Rallijs,1978,Dictionary definition,"Rally is a type of auto racing that takes place on open or closed tracks using modified or specially built cars. This type of racing is different in that the races are mainly laid out on public roads, in the format “from point A to point B” with passing checkpoints."
3247,42,Всё решает мгновение,,1978,Too generic (no actual content),"“The Moment Decides Everything” is a Soviet feature film directed by Viktor Sadovsky, filmed at the Lenfilm studio in 1978. The premiere took place in July 1979."
3260,55,Объяснение в любви,,1977,Too generic (no actual content),"Declaration of Love” is a Soviet two-part feature film-melodrama directed by Ilya Averbakh based on the book “Four Quarters” by Yevgeny Gabrilovich. Production of the Lenfilm film studio, 1977"
3329,2,Москва слезам не верит,,1979,Too generic (no actual content),“Moscow Doesn’t Believe in Tears” is a Soviet melodramatic film directed by Vladimir Menshov. The premiere took place at the end of 1979 at the Moscow Zvezdny cinema.
3370,43,Сибириада,,1978,Too generic (no actual content),“Siberiada” is a Soviet color (with inserted black and white fragments) four-part epic feature film directed by Andrei Konchalovsky. In 1979 he was awarded the Grand Prix at the Cannes Film Festival.
3379,52,Допрос,Истинтаг,1979,Dictionary definition,"Interrogation is an investigative and judicial procedure in which information is obtained from the person being interrogated that is known to him and falls within the definition of the subject of proof. Interrogation can only be carried out in accordance with current legislation within the framework of tax, criminal and civil (arbitration) processes."
3393,66,Поезд чрезвычайного назначения,,1979,Too generic (no actual content),“Emergency Train” is a Soviet historical and biographical feature film filmed by director Vladimir Shevchenko at the Film Studio. The film takes place in 1922 after the end of the Russian Civil War.
3401,74,Добряки,,1979,Dictionary definition,"Gordey Kabachkov is a professional swindler. Taking advantage of the kindness of the employees of the Institute of Ancient Culture, Kabachkov makes a rapid rise up the career ladder."
3460,133,Щит города,,1979,Dictionary definition,"See what “SHIELD OF THE CITY” is in other dictionaries: The Shield is an American TV series about a corrupt police squad, the so-called Strike Team. The action takes place in one of the Los Angeles police stations, which is located in a disadvantaged area of ​​the city."
3473,146,Подарю тебе город,Туйлар муборак,1978,Too generic (no actual content),Toʻylar muborak/Tylar muborak) is a Soviet feature film directed by Eduard Khachaturov. The film was created at the Uzbekfilm film studio in 1978.
3481,154,Воздушные пешеходы,,1980,Too generic (no actual content),“Aerial Pedestrians” is a Soviet feature film released in 1979 by the Uzbekfilm film studio. The film premiered in Moscow in October 1980.
3491,164,Голуби живут в кяризах,Kärizgenler,1979,Dictionary definition,"Somewhere far away there is a war going on, but even here, deep in the rear, in a small foothill village, the war has entered every home with widowhood, orphanhood, backbreaking labor and deprivation. But grief and worries did not isolate or embitter people."
3498,171,Триптих,,1979,Dictionary definition,"Triptych (from ancient Greek τρί-πτυχος “consisting of three tablets” ← τριάς “three” + πτῠχή “tablet, tablet”) is a work of art consisting of three parts: bas-reliefs, paintings, icons (folding), statues and others, combined general idea. The work is divided into three sections or three carved panels, which are placed side by side."
3559,56,Расследование,,1980,Dictionary definition,"Crime investigation is the activity of specially authorized state bodies to obtain information about an action or inaction that has signs of a crime, to establish the event and elements of the crime, to expose those responsible for its commission, to take measures to compensate for the damage caused by the crime, to identify the causes and conditions that contributed to the commission of the crime. In Roman law, judicial proceedings were divided into two sections: preliminary proceedings (in iure), which replaced the modern preliminary investigation and trial, and final proceedings (in iudicio)."
3585,82,"Сказка, рассказанная ночью",,1981,Too generic (no actual content),“A Tale Told at Night” is a Soviet fairy tale feature film released in 1981 by the Gorky Film Studio. Filmed by director Irma Rausch based on the cycle of works by Wilhelm Hauff “Tavern in Spessart”.
3650,2,Женатый холостяк,,1982,Too generic (no actual content),"“The Married Bachelor” is a Soviet film comedy directed by Vladimir Rogovoy, filmed by the First Creative Association and released at the M. Gorky Film Studio (Yalta branch) in 1982."
3662,14,Шестой,,1981,Too generic (no actual content),“The Sixth” is a Soviet adventure feature film produced at the Central Film Studio of Children's and Youth Films named after M. Gorky in 1981 by director Samvel Gasparov.
3664,16,Возвращение резидента,,1982,Too generic (no actual content),Return of the Resident” is a Soviet two-part feature film produced at the Central Film Studio of Children's and Youth named after M. Gorky in 1982 by director Veniamin Dorman
3679,31,Родня,,1981,Too generic (no actual content),“Kinfolk” is a Soviet tragicomedy film directed by Nikita Mikhalkov from a script by Viktor Merezhko in 1981. The film's script was written specifically for Nonna Mordyukova.
3688,40,Девушка и Гранд,,1981,Too generic (no actual content),“The Girl and the Grand” is a Soviet feature melodrama film produced at the Lenfilm Film Studio in 1981 by director Viktor Sadovsky. The film premiered in June 1982.
3702,54,Остановился поезд,,1982,Too generic (no actual content),“The Train Stopped” is a Soviet feature film directed by Vadim Abdrashitov and written by Alexander Mindadze. A production drama filmed in 1982 at the Mosfilm studio.
3712,64,Казнить не представляется возможным,,1982,Dictionary definition,Boris Zhadanovsky is the best graduate of the officer school in Kyiv. He is associated with revolutionaries and participates in demonstrations against the autocracy.
3721,73,Капель,,1981,Too generic (no actual content),"""Kapel"" is a Soviet feature film directed by Andrei Benkendorf. In the 1981 drama, Tatyana Doronina played one of her main roles in the film, who also performed two songs in the film."
3745,97,...которого любили все,,1982,Too generic (no actual content),"whom everyone loved"" is a Soviet documentary-biographical film filmed by Leonid Osyka at the film studio named after. Dedicated to actor and director Leonid Bykov"
3776,5,Невезучие,"Goat, The",1981,Dictionary definition,"The Unlucky Ones” (the literal translation of the title is “The Goat”, French La Chèvre, which means “Bait”, “ bait fishing”, there is also a French idiomatic expression “rendre chèvre” - “to drive oneself crazy”) - a feature film, a light French sitcom. The fifth film to feature François Perrin's character, the first to feature his companion Campana, and the first of three starring the classic comic duo Richard and Depardieu (The Unlucky Ones, Papas, The Runaways"
3838,67,Полёты во сне и наяву,,1982,Too generic (no actual content),Flying in a Dream and in Reality” is a Soviet feature film in the tragicomedy genre directed by Roman Balayan and written by Viktor Merezhko. The picture was in production in 1981-1982
3878,107,Предел желаний,,1982,Dictionary definition,"“The Limit of Desires” (another name for “The Same to You Doubled”) is a humorous story by Robert Sheckley from 1970. The story is written with excellent humor and sarcasm, ridiculing some of human sins - envy and pride."
3899,128,Не все кометы гаснут,ქველა კომეტა როდი ყრება,1982,Too generic (no actual content),"""Not all comets go out"" is a Soviet feature film shot in 1982 by director Devi Abashidze. The premiere took place in October 1983 in Moscow."
3928,8,Берег,"Shore, The",1983,Dictionary definition,"Shore is a narrow strip of interaction between land and a body of water (sea, lake, reservoir) or between land and a watercourse (river, temporary channel stream). It seems impossible to determine the exact line of intersection of the sea or lake surface with the land surface, which is the boundary of the reservoir, due to the constant change in water level."
3954,34,Время желаний,,1984,Too generic (no actual content),"Time of Desires” is a Soviet film shot at the Mosfilm studio in 1984, the last work of film director Yuli Raizman. Awarded the State Prize of the RSFSR named after the Vasiliev brothers for 1986"
3959,39,Ученик лекаря,,1983,Too generic (no actual content),“The Doctor’s Apprentice” is a film directed by Boris Rytsarev based on the Bulgarian fairy tale “Duel with Poisons”. The film was shot at the Film Studio named after.
3961,41,Дублёр начинает действовать,,1983,Too generic (no actual content),"“The Understudy Begins to Act” is a Soviet feature film, production drama directed by Ernest Yasan. Location shooting of the film took place in Dnepropetrovsk."
3963,43,На перевале не стрелять!,,1983,Too generic (no actual content),” is a Soviet feature film shot by directors Mukadas Makhmudov and Abdusalom Rakhimov in 1983 at the Tajikfilm film studio. The film takes place in the 1920s in Tajikistan.
3978,58,"Бойся, враг, девятого сына",,1984,Dictionary definition,"Herdsman Erzhan and his eight sons are bewitched by the evil wizard Tasbol (whose name in Kazakh means “be a stone”). Yerzhan’s youngest, ninth son, Erkenzhe, rushes to the rescue"
3979,59,Утро без отметок,,1983,Too generic (no actual content),"“Morning without Marks” is a Soviet comedy feature film produced in 1983 by director Vladimir Martynov. The premiere took place on the first day of knowledge - September 1, 1984."
4018,98,Комета,,1983,Dictionary definition,"A comet (from ancient Greek κομήτης, komḗtēs - “hairy”, “shaggy”) is a small celestial body revolving around the Sun in a very elongated orbit in the form of a line of conical section. As the comet approaches the Sun, it forms a coma and sometimes a tail of gas and dust."
4052,132,Пожар,,1984,Dictionary definition,"Fire is an uncontrolled combustion process, a strong flame that engulfs and destroys everything that can burn. The combustion process is an integral part of a fire, but combustion itself leads to a fire only in exceptional cases."
4059,139,Небывальщина,,1983,Dictionary definition,"A fable or non-fiction is a genre of oral folk art, a prose or poetic narrative of a small volume, usually of comic content, the plot of which is based on an image of a deliberately distorted reality. According to the definition of philologist-folklorist V."
4076,16,Опасно для жизни!,,1985,Dictionary definition,"Spartak Molodtsov (Leonid Kuravlev) is a man who cannot pass by. Because of this, he constantly ends up in different stories."
4088,28,"Прохиндиада, или Бег на месте",,1984,Dictionary definition,"San Sanych Lyubomudrov is an energetic and in his own way talented business person who can come to an agreement with everyone, establish the necessary connections and get hold of the deficit. His talent is the ability to make friends."
4092,32,"Сон в руку, или Чемодан",,1985,Too generic (no actual content),"“A Dream in Your Hand, or a Suitcase” is a Soviet feature-length color film filmed by director Ernest Yasan at the Lenfilm film studio in 1985. The following does not fully correspond to the film."
4101,41,Лидер,,1984,Dictionary definition,"Leadership, in psychology, is a process of social influence through which a leader receives support from other members of the community to achieve a goal. The explanation of leadership is reflected in several theories: situational, functional, behavioral and others, as well as the integral theory of leadership."
4129,69,Утро обречённого прииска,,1985,Too generic (no actual content),Morning of the Doomed Mine is a Soviet film produced by the Mosfilm studio in 1985. The film is based on the novel “Inspector of the Golden Taiga” by Buryat writer Vladimir Mitypov.
4147,87,Похищение,,1984,Dictionary definition,"Kidnapping is an unlawful intentional action aimed at secretly or openly, or through deception, capturing a person, removing him from his natural microsocial environment, moving him from his place of residence, followed by holding him against his will in another place. For the most part, it is committed for selfish reasons and has the goal of obtaining a ransom from relatives or people close to the kidnapped person, as well as forcing these persons to perform actions necessary for the kidnappers."
4150,90,Осенний подарок фей,,1984,Too generic (no actual content),“The Fairies' Autumn Gift” is a Soviet fairy tale film based on the fairy tale “Galoshes of Happiness” by Hans Christian Andersen. Filmed at the Belarusfilm studio in 1984.
4170,110,Грубая посадка,,1985,Dictionary definition,"Landing is the final stage of the flight of an aircraft (aircraft), during which the aircraft slows down from a height of 50 feet (15 meters) above the end of the runway until the aircraft comes to a complete stop on the runway. A rough landing of an aircraft (with increased overload) can lead to its destruction and disaster (death of the crew and passengers)."
4184,124,Порох,,1985,Dictionary definition,"Gunpowder is a multicomponent solid “explosive” (not a blasting substance) mixture capable of regular combustion in parallel layers, without access to oxygen from the outside, with the release of large amounts of thermal energy and gaseous products used for throwing projectiles, propelling rockets and for other purposes. The history of the emergence and development of the production and use of energy materials capable of relatively rapid energy release through various chemical reactions is voluminous, ambiguous and largely contradictory"
4199,139,Тяжелая ноша,Agyr yuk,1983,Dictionary definition,"Heavy burden is a common expression that refers to both physical and emotional heaviness. This phrase is often used in a figurative sense to describe difficult life circumstances, problems or responsibilities."
4212,6,Змеелов,,1985,Dictionary definition,"A snake catcher, or snake catcher, is a person who is engaged in catching snakes in the wild, mostly poisonous ones, for the selection of their poison or their subsequent keeping in captivity, as a rule, in serpentariums, including for repeated selection of poison. Professional snake catchers usually work in large serpentariums."
4223,17,Валентин и Валентина,,1985,Too generic (no actual content),“Valentin and Valentina” is a Soviet melodramatic film directed by Georgy Natanson based on the play of the same name by Mikhail Roshchin. Tatiana Doronina's last film role to date.
4238,32,Соседка,"Woman Next Door, The",1981,Dictionary definition,"Bernard Coudray is an exemplary family man, living in the suburbs of Grenoble with his loving, beautiful wife Arletta and his young son. Their orderly provincial life goes on as usual, until one fateful day Philippe and Matilda Bochard move into the house next door."
4240,34,Конец операции «Резидент»,,1986,Too generic (no actual content),The End of Operation Resident” is a Soviet two-part feature film produced at the Central Film Studio of Children's and Youth named after M. Gorky in 1986 by director Veniamin Dorman
4261,55,Под огнём,Under Fire,1983,Too generic (no actual content),"Under Fire is a film directed by Roger Spottiswoode, released in 1983. The film is based on the life of journalist Bill Stewart, who was killed in 1979 by the Nicaraguan National Guard"
4329,123,От зарплаты до зарплаты,,1985,Dictionary definition,"Blog Finance and MoneyPsychology How to stop living from paycheck to paycheck: a step-by-step guide to financial freedom Dmitry Geraskin is the head and co-founder of 4brain, a graduate of Moscow State University, a serial entrepreneur. I write articles on the topic “Finance and Money” and more, and also recommend the “Personal Finance” course."
4344,138,Проделки близнецов,"Girl and the Boy, The",1980,Dictionary definition,"Erich Kästner is a wonderful writer. His books, for children and adults, are known and popular all over the world."
4350,144,Супружеская неверность,Escapade,1980,Dictionary definition,"Adultery, or adultery (French adultère, Latin adulter - dissolute) is the betrayal of one spouse to the other. Obsolete synonyms (usually in the context of religion or canon law): adultery, fornication, also tricks."
4370,164,Светлячки,,1985,Dictionary definition,"Lampyridae) are a family of beetles, a characteristic feature of which is the presence of special luminescent organs - lanterns. Lanterns are located on the last abdominal segments, most often under the transparent cuticle, and are formed by large photogenic cells, which are abundantly intertwined with trachea and nerves."
4421,13,Ягуар,,1986,Dictionary definition,"Panthera onca) is a species of predatory mammal of the cat family, one of five representatives of the genus Panthera (Panthera), which belongs to the subfamily of big cats. The only representative of the genus in North and South America."
4431,23,Детская площадка,,1987,Dictionary definition,"A children's playground is an area where elements of children's outdoor play equipment are located for the purpose of organizing meaningful leisure time. Play equipment, in turn, is a set of structural structures that promote physical and mental development, taking into account individual characteristics and while having a beneficial effect on the social adaptation of the child"
4464,56,Время сыновей,,1986,Too generic (no actual content),“Time of Sons” is a Soviet color feature film filmed by director Evgeny Matveev at the Mosfilm studio in 1986. Screen adaptation of Joseph Gerasimov’s novel “The Gap in the Calendar.
4526,118,Тризна,,1972,Dictionary definition,"Trizna is a set of pagan funeral rites among the Eastern Slavs or part of them, consisting of songs, dances, feasts and military competitions in honor of the deceased. The funeral feast was performed near the burial site after the burning of the deceased."
4528,120,Безумие,Hullumeelsus,1968,Dictionary definition,"Madness, insanity (also obsolete insanity) is a severe mental disorder. Until the end of the 19th century, madness or insanity was considered behavior or thinking that went beyond the accepted social norm, such as painful convulsions, hallucinations while remaining fully conscious, strange or self-destructive actions, and suicide attempts."
4541,133,Сумерки,Twilight Time,1982,Dictionary definition,"Twilight is the time interval during which the Sun is below the horizon, and natural illumination on Earth is provided by the scattering of sunlight in the atmosphere and the residual luminescent glow of the atmosphere itself caused by ionizing radiation from the Sun. Twilight at any latitude below the Arctic Circle, depending on the definition of night, can be considered either as part of the night, or as part of the day between night and day."
4571,28,Разговор,"Conversation, The",1974,Dictionary definition,"Conversation is a form of interactive, spontaneous communication between two or more people. Typically, conversation occurs in verbal communication, while written communication is not usually considered conversation."
4587,44,Жертвоприношение,"Sacrifice, The",1986,Dictionary definition,"Sacrifice is a form of religious cult, a magical rite performed in order to appease supernatural forces, to receive help, protection, health and other benefits from them, or in gratitude for the fulfillment of any request. Exists to one degree or another in most religions."
4611,8,Побег,Out of It,1978,Too generic (no actual content),"“Escape” (French: La Carapate) is a film, a light French sitcom with Pierre Richard and Victor Lanou in the lead roles. The premiere in France took place on October 11, 1978."
4612,9,Беглецы,"Fugitives, The",1986,Too generic (no actual content),"“The Runaways” (French Les Fugitifs) is a film, a sitcom. The final of three classic comedies with the comic duo Richard - Depardieu (“The Unlucky Ones,” “Dads,” “The Runaways”)."
4624,21,Шок,,1989,Dictionary definition,"Shock (from the French choc - blow, push) is a pathological process that develops in response to the influence of extreme stimuli and is accompanied by a progressive disruption of the vital functions of the nervous, respiratory systems, circulatory system, metabolism and some other functions, the pathomechanism of which is based on a violation of hemodynamics, primarily microcirculation, with the development of tissue hypoxia. In essence, this is a breakdown of neurohumoral regulation and compensatory reactions of the body in response to extreme damage, with a further critical deterioration of the adaptation syndrome under stress."
4626,23,Шаг,"Step, A",1988,Dictionary definition,"1959 There is a polio epidemic in Japan, from which thousands of children die or become disabled. The Salk vaccine, used in Japan, is only effective in 60% of cases, and there is not enough of it for everyone in need."
4648,45,День ангела,,1980,Dictionary definition,"Angel's Day is the day of human baptism; This is also sometimes symbolically called name day. Name day is sometimes called Angel's Day because in the old days heavenly patrons were sometimes called Angels of their earthly namesakes; However, one must not confuse saints (people (holy souls)) with Guardian Angels sent to care for and protect people."
4650,2,Отче наш,,1989,Dictionary definition,"Our Father), also the Lord's Prayer (Κυριακὴ προσευχή; Oratio Dominica; Mltva gdⷭ) is a prayer in Christianity. According to the Gospel, Jesus Christ gave it to his disciples in response to a request to teach them prayer."
